playerID,year,stint,tmID,W,L,SA,GA
talboca01,2014,1,NYR,2,2,11,5
talboca01,2015,1,EDM,2,2,15,6
talboca01,2016,1,EDM,4,5,27,11
tellqmi01,2005,1,TOR,1,1,5,2
tellqmi01,2006,2,PHO,3,1,16,4
tellqmi01,2007,1,PHO,0,2,16,4
tellqmi01,2008,1,PHO,1,0,8,1
theodjo01,2005,1,MTL,1,1,6,1
theodjo01,2006,1,COL,2,0,6,0
theodjo01,2007,1,COL,6,1,28,6
theodjo01,2008,1,WAS,4,4,22,6
theodjo01,2009,1,WAS,2,2,16,7
theodjo01,2010,1,MIN,2,1,15,7
theodjo01,2011,1,FLO,4,7,37,14
theodjo01,2012,1,FLO,1,1,4,2
thibajo01,2005,1,PIT,1,1,12,3
thibajo01,2006,1,PIT,1,1,5,3
thibajo01,2007,1,BUF,0,2,10,3
thomati01,2005,1,BOS,2,6,31,9
thomati01,2006,1,BOS,8,2,46,8
thomati01,2007,1,BOS,3,4,18,6
thomati01,2008,1,BOS,4,4,28,9
thomati01,2009,1,BOS,5,5,33,9
thomati01,2010,1,BOS,1,5,19,9
thomati01,2011,1,BOS,7,1,26,6
thomati01,2013,1,FLO,6,2,29,6
thomati01,2013,2,DAL,0,1,4,2
toivoha01,2005,1,BOS,0,1,3,2
toivoha01,2006,1,BOS,1,1,8,3
toivoha01,2007,1,STL,1,2,9,2
tokardu01,2013,1,MTL,1,0,6,2
tokardu01,2014,1,MTL,3,3,23,9
toskave01,2005,1,SJS,0,3,12,5
toskave01,2006,1,SJS,0,1,3,3
toskave01,2007,1,TOR,2,3,15,6
toskave01,2008,1,TOR,4,5,29,14
toskave01,2009,1,TOR,1,1,4,2
turcoma01,2005,1,DAL,8,1,24,6
turcoma01,2006,1,DAL,8,4,46,11
turcoma01,2007,1,DAL,3,3,23,9
turcoma01,2008,1,DAL,5,6,43,16
turcoma01,2009,1,DAL,4,8,53,15
turcoma01,2010,1,CHI,2,2,13,7
ullmali01,2015,1,BUF,0,2,6,2
valiqst01,2006,1,NYR,1,0,4,2
valiqst01,2007,1,NYR,2,2,11,3
valiqst01,2008,1,NYR,1,2,12,3
varlasi01,2009,1,WAS,3,4,33,9
varlasi01,2010,1,WAS,1,2,8,3
varlasi01,2011,1,COL,8,0,24,2
varlasi01,2012,1,COL,1,1,6,2
varlasi01,2013,1,COL,5,4,23,7
varlasi01,2014,1,COL,6,3,33,10
varlasi01,2015,1,COL,3,0,10,1
vasilan02,2015,1,TBL,2,0,8,1
vasilan02,2016,1,TBL,1,2,15,3
vokouto01,2005,1,NAS,4,3,20,8
vokouto01,2006,1,NAS,2,3,17,7
vokouto01,2007,1,FLO,5,6,41,11
vokouto01,2008,1,FLO,3,4,19,6
vokouto01,2009,1,FLO,4,9,49,19
vokouto01,2010,1,FLO,2,1,13,2
vokouto01,2011,1,WAS,1,1,4,2
wardca01,2005,1,CAR,1,0,3,0
wardca01,2006,1,CAR,0,4,14,6
wardca01,2007,1,CAR,1,3,11,6
wardca01,2008,1,CAR,2,4,19,7
wardca01,2009,1,CAR,1,3,13,7
wardca01,2010,1,CAR,5,4,25,6
wardca01,2011,1,CAR,1,4,14,6
wardca01,2013,1,CAR,0,3,8,3
wardca01,2014,1,CAR,2,5,24,7
wardca01,2015,1,CAR,2,5,28,8
wardca01,2016,1,CAR,2,6,24,12
weekeke01,2005,1,NYR,3,1,13,6
weekeke01,2006,1,NYR,0,1,3,1
weekeke01,2008,1,NJD,2,0,6,2
zatkoje01,2013,1,PIT,1,1,4,2
zatkoje01,2015,1,PIT,0,1,2,2
zeppro01,2014,1,PHI,1,0,2,0
